Time Period,SGD
2017-03-28,0.1950
2017-03-27,0.2306
2017-03-26,0.2633
2017-03-25,0.2633
2017-03-24,0.2633
2017-03-23,0.1248
2017-03-22,0.3168
2017-03-21,0.3430
2017-03-20,0.6229
2017-03-19,0.4885
2017-03-18,0.4885
2017-03-17,0.4885
2017-03-16,0.3634
2017-03-15,0.1113
2017-03-14,0.1423
2017-03-13,0.1035
2017-03-12,0.1532
2017-03-11,0.1532
2017-03-10,0.1532
2017-03-09,0.1194
2017-03-08,0.0555
2017-03-07,0.1343
2017-03-06,0.2365
2017-03-05,0.1830
2017-03-04,0.1830
2017-03-03,0.1830
2017-03-02,0.1629
2017-03-01,0.3050
2017-02-28,0.4731
2017-02-27,0.3106
2017-02-26,0.2226
2017-02-25,0.2226
2017-02-24,0.2226
2017-02-23,0.5746
2017-02-22,0.6109
2017-02-21,0.5143
2017-02-20,0.1560
2017-02-19,0.1687
2017-02-18,0.1687
2017-02-17,0.1687
2017-02-16,0.0975
2017-02-15,0.1524
2017-02-14,0.3852
2017-02-13,0.6944
2017-02-12,0.5471
2017-02-11,0.5471
2017-02-10,0.5471
2017-02-09,0.3380
2017-02-08,0.1515
2017-02-07,0.1171
2017-02-06,0.3364
2017-02-05,0.4127
2017-02-04,0.4127
2017-02-03,0.4127
2017-02-02,0.2009
2017-02-01,0.1208
2017-01-31,0.1388
2017-01-30,0.5198
2017-01-29,0.5198
2017-01-28,0.5198
2017-01-27,0.5198
2017-01-26,0.1849
2017-01-25,0.0685
2017-01-24,0.0865
2017-01-23,0.0799
2017-01-22,0.0598
2017-01-21,0.0598
2017-01-20,0.0598
2017-01-19,0.0983
2017-01-18,0.1319
2017-01-17,0.1605
2017-01-16,0.1119
2017-01-15,0.1292
2017-01-14,0.1292
2017-01-13,0.1292
2017-01-12,0.0555
2017-01-11,0.0378
2017-01-10,0.0301
2017-01-09,0.0523
2017-01-08,0.1122
2017-01-07,0.1122
2017-01-06,0.1122
2017-01-05,0.1040
2017-01-04,0.1257
2017-01-03,0.2354
2017-01-02,0.4595
2017-01-01,0.4595
2016-12-31,0.4595
2016-12-30,0.4595
2016-12-29,0.4114
2016-12-28,0.4048
2016-12-27,0.2848
2016-12-26,0.2062
2016-12-25,0.2062
2016-12-24,0.2062
2016-12-23,0.2062
2016-12-22,0.1090
2016-12-21,0.2255
2016-12-20,0.2941
2016-12-19,0.3729
2016-12-18,0.2480
2016-12-17,0.2480
2016-12-16,0.2480
2016-12-15,0.3876
2016-12-14,0.3725
2016-12-13,0.3858
2016-12-12,0.1602
2016-12-11,0.1152
2016-12-10,0.1152
2016-12-09,0.1152
2016-12-08,0.1106
2016-12-07,0.0639
2016-12-06,0.1152
2016-12-05,0.0963
2016-12-04,0.0498
2016-12-03,0.0498
2016-12-02,0.0498
2016-12-01,0.0459
2016-11-30,0.0649
2016-11-29,0.2422
2016-11-28,0.1918
2016-11-27,0.3243
2016-11-26,0.3243
2016-11-25,0.3243
2016-11-24,0.0700
2016-11-23,0.0742
2016-11-22,0.0849
2016-11-21,0.1094
2016-11-20,0.0495
2016-11-19,0.0495
2016-11-18,0.0495
2016-11-17,0.0494
2016-11-16,0.0781
2016-11-15,0.0761
2016-11-14,0.0969
2016-11-13,0.0384
2016-11-12,0.0384
2016-11-11,0.0384
2016-11-10,0.0815
2016-11-09,0.0833
2016-11-08,0.0802
2016-11-07,0.0550
2016-11-06,0.0768
2016-11-05,0.0768
2016-11-04,0.0768
2016-11-03,0.0413
2016-11-02,0.0796
2016-11-01,0.0734
2016-10-31,0.0731
2016-10-30,0.0964
2016-10-29,0.0964
2016-10-28,0.0964
2016-10-27,0.0655
2016-10-26,0.0658
2016-10-25,0.0858
2016-10-24,0.1838
2016-10-23,0.1608
2016-10-22,0.1608
2016-10-21,0.1608
2016-10-20,0.0586
2016-10-19,0.0475
2016-10-18,0.0305
2016-10-17,0.0289
2016-10-16,0.0842
2016-10-15,0.0842
2016-10-14,0.0842
2016-10-13,0.0380
2016-10-12,0.1134
2016-10-11,0.1175
2016-10-10,0.0811
2016-10-09,0.1203
2016-10-08,0.1203
2016-10-07,0.1203
2016-10-06,0.0621
2016-10-05,0.0452
2016-10-04,0.0369
2016-10-03,0.0488
2016-10-02,0.1248
2016-10-01,0.1248
2016-09-30,0.1248
2016-09-29,0.1821
2016-09-28,0.1344
2016-09-27,0.0743
2016-09-26,0.0705
2016-09-25,0.0532
2016-09-24,0.0532
2016-09-23,0.0532
2016-09-22,0.0476
2016-09-21,0.0439
2016-09-20,0.0441
2016-09-19,0.0477
2016-09-18,0.0495
2016-09-17,0.0495
2016-09-16,0.0495
2016-09-15,0.0343
2016-09-14,0.0721
2016-09-13,0.0410
2016-09-12,0.0282
2016-09-11,0.0282
2016-09-10,0.0282
2016-09-09,0.0282
2016-09-08,0.0184
2016-09-07,0.0294
2016-09-06,0.0467
2016-09-05,0.0855
2016-09-04,0.0808
2016-09-03,0.0808
2016-09-02,0.0808
2016-09-01,0.0919
2016-08-31,0.3781
2016-08-30,0.1422
2016-08-29,0.3628
2016-08-28,0.1857
2016-08-27,0.1857
2016-08-26,0.1857
2016-08-25,0.0876
2016-08-24,0.0402
2016-08-23,0.0743
2016-08-22,0.0612
2016-08-21,0.0737
2016-08-20,0.0737
2016-08-19,0.0737
2016-08-18,0.1091
2016-08-17,0.1219
2016-08-16,0.0696
2016-08-15,0.0486
2016-08-14,0.0210
2016-08-13,0.0210
2016-08-12,0.0210
2016-08-11,0.0178
2016-08-10,0.0173
2016-08-09,0.0134
2016-08-08,0.0134
2016-08-07,0.0135
2016-08-06,0.0135
2016-08-05,0.0135
2016-08-04,0.0241
2016-08-03,0.0223
2016-08-02,0.0725
2016-08-01,0.1956
2016-07-31,0.3713
2016-07-30,0.3713
2016-07-29,0.3713
2016-07-28,0.7445
2016-07-27,0.8879
2016-07-26,0.7764
2016-07-25,0.6345
2016-07-24,0.3511
2016-07-23,0.3511
2016-07-22,0.3511
2016-07-21,0.4879
2016-07-20,0.1572
2016-07-19,0.0557
2016-07-18,0.0727
2016-07-17,0.1187
2016-07-16,0.1187
2016-07-15,0.1187
2016-07-14,0.0750
2016-07-13,0.0563
2016-07-12,0.0640
2016-07-11,0.0566
2016-07-10,0.0717
2016-07-09,0.0717
2016-07-08,0.0717
2016-07-07,0.0847
2016-07-06,0.1090
2016-07-05,0.1090
2016-07-04,0.1342
2016-07-03,0.1478
2016-07-02,0.1478
2016-07-01,0.1478
2016-06-30,0.4412
2016-06-29,0.1845
2016-06-28,0.0831
2016-06-27,0.0846
2016-06-26,0.0825
2016-06-25,0.0825
2016-06-24,0.0825
2016-06-23,0.0430
2016-06-22,0.0416
2016-06-21,0.0626
2016-06-20,0.0774
2016-06-19,0.0741
2016-06-18,0.0741
2016-06-17,0.0741
2016-06-16,0.0727
2016-06-15,0.0414
2016-06-14,0.0510
2016-06-13,0.0921
2016-06-12,0.1128
2016-06-11,0.1128
2016-06-10,0.1128
2016-06-09,0.0574
2016-06-08,0.0565
2016-06-07,0.0581
2016-06-06,0.1614
2016-06-05,0.1153
2016-06-04,0.1153
2016-06-03,0.1153
2016-06-02,0.1044
2016-06-01,0.2393
2016-05-31,0.2297
2016-05-30,0.3567
2016-05-29,0.2290
2016-05-28,0.2290
2016-05-27,0.2290
2016-05-26,0.2552
2016-05-25,0.3290
2016-05-24,0.2268
2016-05-23,0.2659
2016-05-22,0.1496
2016-05-21,0.1496
2016-05-20,0.1496
2016-05-19,0.1827
2016-05-18,0.1209
2016-05-17,0.0805
2016-05-16,0.0765
2016-05-15,0.0950
2016-05-14,0.0950
2016-05-13,0.0950
2016-05-12,0.1049
2016-05-11,0.0599
2016-05-10,0.1364
2016-05-09,0.2913
2016-05-08,0.2989
2016-05-07,0.2989
2016-05-06,0.2989
2016-05-05,0.1426
2016-05-04,0.2011
2016-05-03,0.5060
2016-05-02,0.4125
2016-05-01,0.4125
2016-04-30,0.4125
2016-04-29,0.4125
2016-04-28,0.3292
2016-04-27,0.6359
2016-04-26,0.6649
2016-04-25,0.5986
2016-04-24,0.6771
2016-04-23,0.6771
2016-04-22,0.6771
2016-04-21,0.4835
2016-04-20,0.3540
2016-04-19,0.3029
2016-04-18,0.2637
2016-04-17,0.3666
2016-04-16,0.3666
2016-04-15,0.3666
2016-04-14,0.3209
2016-04-13,0.1451
2016-04-12,0.1244
2016-04-11,0.2105
2016-04-10,0.1936
2016-04-09,0.1936
2016-04-08,0.1936
2016-04-07,0.2044
2016-04-06,0.2105
2016-04-05,0.2968
2016-04-04,0.2835
2016-04-03,0.2503
2016-04-02,0.2503
2016-04-01,0.2503
2016-03-31,0.1332
2016-03-30,0.1035
2016-03-29,0.1692
2016-03-28,0.3018
2016-03-27,0.2752
2016-03-26,0.2752
2016-03-25,0.2752
2016-03-24,0.2752
2016-03-23,0.2309
2016-03-22,0.2591
2016-03-21,0.2849
2016-03-20,0.2330
2016-03-19,0.2330
2016-03-18,0.2330
2016-03-17,0.1751
2016-03-16,0.2754
2016-03-15,0.2826
2016-03-14,0.2973
2016-03-13,0.3000
2016-03-12,0.3000
2016-03-11,0.3000
2016-03-10,0.3274
2016-03-09,0.2949
2016-03-08,0.3696
2016-03-07,0.2912
2016-03-06,0.2754
2016-03-05,0.2754
2016-03-04,0.2754
2016-03-03,0.4150
2016-03-02,0.4329
2016-03-01,0.4915
2016-02-29,0.5059
2016-02-28,0.3476
2016-02-27,0.3476
2016-02-26,0.3476
2016-02-25,0.3362
2016-02-24,0.3774
2016-02-23,0.3094
2016-02-22,0.3736
2016-02-21,0.2776
2016-02-20,0.2776
2016-02-19,0.2776
2016-02-18,0.3423
2016-02-17,0.3530
2016-02-16,0.2218
2016-02-15,0.1309
2016-02-14,0.1689
2016-02-13,0.1689
2016-02-12,0.1689
2016-02-11,0.0879
2016-02-10,0.1460
2016-02-09,0.3061
2016-02-08,0.3061
2016-02-07,0.3061
2016-02-06,0.3061
2016-02-05,0.3061
2016-02-04,0.2640
2016-02-03,0.2359
2016-02-02,0.2748
2016-02-01,0.1572
2016-01-31,0.1954
2016-01-30,0.1954
2016-01-29,0.1954
2016-01-28,0.1949
2016-01-27,0.1371
2016-01-26,0.1594
2016-01-25,0.1477
2016-01-24,0.1559
2016-01-23,0.1559
2016-01-22,0.1559
2016-01-21,0.1234
2016-01-20,0.2574
2016-01-19,0.2782
2016-01-18,0.3344
2016-01-17,0.1571
2016-01-16,0.1571
2016-01-15,0.1571
2016-01-14,0.1810
2016-01-13,0.5400
2016-01-12,0.6327
2016-01-11,0.9215
2016-01-10,0.6600
2016-01-09,0.6600
2016-01-08,0.6600
2016-01-07,0.6187
2016-01-06,0.4788
2016-01-05,0.2071
2016-01-04,0.4150
2016-01-03,0.7159
2016-01-02,0.7159
2016-01-01,0.7159
2015-12-31,0.7159
2015-12-30,0.2688
2015-12-29,0.2059
2015-12-28,0.3021
2015-12-27,0.1939
2015-12-26,0.1939
2015-12-25,0.1939
2015-12-24,0.1939
2015-12-23,0.2532
2015-12-22,0.1908
2015-12-21,0.1435
2015-12-20,0.1877
2015-12-19,0.1877
2015-12-18,0.1877
2015-12-17,0.3339
2015-12-16,0.3600
2015-12-15,0.2907
2015-12-14,0.2480
2015-12-13,0.2475
2015-12-12,0.2475
2015-12-11,0.2475
2015-12-10,0.1305
2015-12-09,0.2058
2015-12-08,0.2643
2015-12-07,0.2280
2015-12-06,0.2963
2015-12-05,0.2963
2015-12-04,0.2963
2015-12-03,0.2785
2015-12-02,0.4295
2015-12-01,0.4087
2015-11-30,0.6487
2015-11-29,0.6995
2015-11-28,0.6995
2015-11-27,0.6995
2015-11-26,0.4032
2015-11-25,0.3878
2015-11-24,0.7355
2015-11-23,0.4644
2015-11-22,0.3069
2015-11-21,0.3069
2015-11-20,0.3069
2015-11-19,0.2024
2015-11-18,0.4563
2015-11-17,0.5701
2015-11-16,0.6204
2015-11-15,0.6254
2015-11-14,0.6254
2015-11-13,0.6254
2015-11-12,0.2109
2015-11-11,0.0758
2015-11-10,0.2111
2015-11-09,0.2111
2015-11-08,0.1600
2015-11-07,0.1600
2015-11-06,0.1600
2015-11-05,0.2372
2015-11-04,0.1229
2015-11-03,0.2755
2015-11-02,0.7076
2015-11-01,1.0026
2015-10-31,1.0026
2015-10-30,1.0026
2015-10-29,0.8090
2015-10-28,0.6862
2015-10-27,0.3994
2015-10-26,0.3848
2015-10-25,0.5614
2015-10-24,0.5614
2015-10-23,0.5614
2015-10-22,0.3093
2015-10-21,0.1595
2015-10-20,0.1067
2015-10-19,0.2296
2015-10-18,0.2107
2015-10-17,0.2107
2015-10-16,0.2107
2015-10-15,0.0571
2015-10-14,0.0338
2015-10-13,0.0270
2015-10-12,0.0407
2015-10-11,0.0301
2015-10-10,0.0301
2015-10-09,0.0301
2015-10-08,0.0645
2015-10-07,0.1463
2015-10-06,0.2789
2015-10-05,0.2704
2015-10-04,0.3206
2015-10-03,0.3206
2015-10-02,0.3206
2015-10-01,0.1573
2015-09-30,0.2158
2015-09-29,0.1105
2015-09-28,0.1999
2015-09-27,0.1862
2015-09-26,0.1862
2015-09-25,0.1862
2015-09-24,0.1200
2015-09-23,0.1200
2015-09-22,0.1841
2015-09-21,0.1394
2015-09-20,0.1870
2015-09-19,0.1870
2015-09-18,0.1870
2015-09-17,0.2299
2015-09-16,0.2002
2015-09-15,0.1956
2015-09-14,0.2027
2015-09-13,0.3055
2015-09-12,0.3055
2015-09-11,0.3055
2015-09-10,0.3055
2015-09-09,0.1118
2015-09-08,0.2133
2015-09-07,0.0806
2015-09-06,0.0573
2015-09-05,0.0573
2015-09-04,0.0573
2015-09-03,0.0773
2015-09-02,0.1610
2015-09-01,0.2117
2015-08-31,0.4865
2015-08-30,0.1963
2015-08-29,0.1963
2015-08-28,0.1963
2015-08-27,0.2978
2015-08-26,0.7726
2015-08-25,1.2265
2015-08-24,0.6583
2015-08-23,0.2854
2015-08-22,0.2854
2015-08-21,0.2854
2015-08-20,0.1225
2015-08-19,0.1478
2015-08-18,0.1743
2015-08-17,0.0886
2015-08-16,0.0907
2015-08-15,0.0907
2015-08-14,0.0907
2015-08-13,0.1238
2015-08-12,0.1034
2015-08-11,0.1450
2015-08-10,0.1110
2015-08-09,0.1110
2015-08-08,0.1110
2015-08-07,0.1110
2015-08-06,0.1110
2015-08-05,0.1724
2015-08-04,0.1852
2015-08-03,0.1589
2015-08-02,0.2294
2015-08-01,0.2294
2015-07-31,0.2294
2015-07-30,0.2464
2015-07-29,0.2324
2015-07-28,0.2330
2015-07-27,0.2773
2015-07-26,0.2058
2015-07-25,0.2058
2015-07-24,0.2058
2015-07-23,0.1518
2015-07-22,0.1340
2015-07-21,0.2098
2015-07-20,0.2813
2015-07-19,0.3106
2015-07-18,0.3106
2015-07-17,0.3106
2015-07-16,0.3106
2015-07-15,0.2164
2015-07-14,0.1289
2015-07-13,0.0681
2015-07-12,0.0480
2015-07-11,0.0480
2015-07-10,0.0480
2015-07-09,0.0329
2015-07-08,0.0485
2015-07-07,0.1594
2015-07-06,0.2480
2015-07-05,0.2663
2015-07-04,0.2663
2015-07-03,0.2663
2015-07-02,0.5193
2015-07-01,0.5795
2015-06-30,1.0098
2015-06-29,0.9921
2015-06-28,0.3613
2015-06-27,0.3613
2015-06-26,0.3613
2015-06-25,0.1759
2015-06-24,0.2419
2015-06-23,0.2616
2015-06-22,0.3390
2015-06-21,0.1722
2015-06-20,0.1722
2015-06-19,0.1722
2015-06-18,0.0878
2015-06-17,0.0749
2015-06-16,0.0616
2015-06-15,0.0752
2015-06-14,0.0631
2015-06-13,0.0631
2015-06-12,0.0631
2015-06-11,0.0675
2015-06-10,0.0552
2015-06-09,0.0734
2015-06-08,0.0894
2015-06-07,0.1201
2015-06-06,0.1201
2015-06-05,0.1201
2015-06-04,0.2172
2015-06-03,0.3433
2015-06-02,0.3378
2015-06-01,0.3903
2015-05-31,0.3903
2015-05-30,0.3903
2015-05-29,0.3903
2015-05-28,0.2203
2015-05-27,0.3119
2015-05-26,0.2131
2015-05-25,0.1728
2015-05-24,0.1395
2015-05-23,0.1395
2015-05-22,0.1395
2015-05-21,0.1170
2015-05-20,0.0925
2015-05-19,0.0761
2015-05-18,0.0644
2015-05-17,0.0695
2015-05-16,0.0695
2015-05-15,0.0695
2015-05-14,0.0373
2015-05-13,0.0345
2015-05-12,0.0745
2015-05-11,0.1146
2015-05-10,0.2376
2015-05-09,0.2376
2015-05-08,0.2376
2015-05-07,0.5122
2015-05-06,0.6033
2015-05-05,0.4986
2015-05-04,0.4917
2015-05-03,0.2264
2015-05-02,0.2264
2015-05-01,0.2264
2015-04-30,0.2264
2015-04-29,0.2849
2015-04-28,0.3689
2015-04-27,0.2350
2015-04-26,0.2791
2015-04-25,0.2791
2015-04-24,0.2791
2015-04-23,0.2142
2015-04-22,0.2141
2015-04-21,0.1922
2015-04-20,0.0962
2015-04-19,0.0672
2015-04-18,0.0672
2015-04-17,0.0672
2015-04-16,0.0510
2015-04-15,0.1189
2015-04-14,0.1330
2015-04-13,0.2098
2015-04-12,0.2356
2015-04-11,0.2356
2015-04-10,0.2356
2015-04-09,0.3216
2015-04-08,0.3874
2015-04-07,0.4897
2015-04-06,0.4473
2015-04-05,0.2512
2015-04-04,0.2512
2015-04-03,0.2512
2015-04-02,0.2512
2015-04-01,0.2213
2015-03-31,0.3023
2015-03-30,0.1460
2015-03-29,0.1813
2015-03-28,0.1813
2015-03-27,0.1813
2015-03-26,0.1948
2015-03-25,0.1207
2015-03-24,0.1859
2015-03-23,0.5587
2015-03-22,0.6044
2015-03-21,0.6044
2015-03-20,0.6044
2015-03-19,0.4119
2015-03-18,0.3618
2015-03-17,0.1845
2015-03-16,0.1177
2015-03-15,0.1013
2015-03-14,0.1013
2015-03-13,0.1013
2015-03-12,0.1191
2015-03-11,0.1838
2015-03-10,0.1676
2015-03-09,0.1995
2015-03-08,0.1569
2015-03-07,0.1569
2015-03-06,0.1569
2015-03-05,0.1165
2015-03-04,0.2646
2015-03-03,0.3540
2015-03-02,0.4297
2015-03-01,0.3447
2015-02-28,0.3447
2015-02-27,0.3447
2015-02-26,0.2797
2015-02-25,0.2796
2015-02-24,0.4307
2015-02-23,0.4635
2015-02-22,0.4929
2015-02-21,0.4929
2015-02-20,0.4929
2015-02-19,0.4929
2015-02-18,0.4929
2015-02-17,0.2848
2015-02-16,0.1832
2015-02-15,0.2150
2015-02-14,0.2150
2015-02-13,0.2150
2015-02-12,0.2587
2015-02-11,0.2541
2015-02-10,0.2927
2015-02-09,0.3004
2015-02-08,0.1930
2015-02-07,0.1930
2015-02-06,0.1930
2015-02-05,0.2307
2015-02-04,0.1278
2015-02-03,0.1517
2015-02-02,0.2590
2015-02-01,0.3866
2015-01-31,0.3866
2015-01-30,0.3866
2015-01-29,0.2774
2015-01-28,0.3499
2015-01-27,0.1393
2015-01-26,0.0951
2015-01-25,0.0730
2015-01-24,0.0730
2015-01-23,0.0730
2015-01-22,0.0655
2015-01-21,0.0487
2015-01-20,0.0696
2015-01-19,0.0496
2015-01-18,0.0488
2015-01-17,0.0488
2015-01-16,0.0488
2015-01-15,0.1014
2015-01-14,0.0867
2015-01-13,0.1106
2015-01-12,0.1423
2015-01-11,0.1350
2015-01-10,0.1350
2015-01-09,0.1350
2015-01-08,0.0778
2015-01-07,0.1043
2015-01-06,0.1871
2015-01-05,0.3020
2015-01-04,0.1730
2015-01-03,0.1730
2015-01-02,0.1730
2015-01-01,0.2484
2014-12-31,0.2484
2014-12-30,0.2535
2014-12-29,0.2327
2014-12-28,0.1268
2014-12-27,0.1268
2014-12-26,0.1268
2014-12-25,0.0503
2014-12-24,0.0503
2014-12-23,0.1706
2014-12-22,0.2258
2014-12-21,0.3186
2014-12-20,0.3186
2014-12-19,0.3186
2014-12-18,0.2039
2014-12-17,0.0889
2014-12-16,0.0881
2014-12-15,0.0789
2014-12-14,0.0666
2014-12-13,0.0666
2014-12-12,0.0666
2014-12-11,0.0650
2014-12-10,0.1198
2014-12-09,0.1624
2014-12-08,0.1747
2014-12-07,0.1161
2014-12-06,0.1161
2014-12-05,0.1161
2014-12-04,0.1038
2014-12-03,0.1126
2014-12-02,0.0861
2014-12-01,0.1018
2014-11-30,0.2011
2014-11-29,0.2011
2014-11-28,0.2011
2014-11-27,0.1184
2014-11-26,0.0965
2014-11-25,0.1562
2014-11-24,0.1308
2014-11-23,0.1266
2014-11-22,0.1266
2014-11-21,0.1266
2014-11-20,0.1155
2014-11-19,0.1130
2014-11-18,0.0888
2014-11-17,0.0907
2014-11-16,0.0777
2014-11-15,0.0777
2014-11-14,0.0777
2014-11-13,0.0605
2014-11-12,0.0723
2014-11-11,0.1126
2014-11-10,0.1011
2014-11-09,0.1369
2014-11-08,0.1369
2014-11-07,0.1369
2014-11-06,0.2298
2014-11-05,0.1619
2014-11-04,0.1612
2014-11-03,0.2229
2014-11-02,0.1170
2014-11-01,0.1170
2014-10-31,0.1170
2014-10-30,0.0739
2014-10-29,0.0952
2014-10-28,0.0831
2014-10-27,0.0673
2014-10-26,0.0913
2014-10-25,0.0913
2014-10-24,0.0913
2014-10-23,0.0560
2014-10-22,0.0754
2014-10-21,0.0754
2014-10-20,0.0604
2014-10-19,0.0749
2014-10-18,0.0749
2014-10-17,0.0749
2014-10-16,0.0670
2014-10-15,0.1109
2014-10-14,0.0813
2014-10-13,0.0674
2014-10-12,0.0571
2014-10-11,0.0571
2014-10-10,0.0571
2014-10-09,0.0476
2014-10-08,0.0523
2014-10-07,0.0496
2014-10-06,0.0803
2014-10-05,0.0803
2014-10-04,0.0803
2014-10-03,0.0803
2014-10-02,0.0718
2014-10-01,0.0803
2014-09-30,0.0751
2014-09-29,0.0615
2014-09-28,0.1372
2014-09-27,0.1372
2014-09-26,0.1372
2014-09-25,0.0880
2014-09-24,0.0842
2014-09-23,0.0625
2014-09-22,0.0599
2014-09-21,0.0740
2014-09-20,0.0740
2014-09-19,0.0740
2014-09-18,0.0527
2014-09-17,0.0661
2014-09-16,0.1133
2014-09-15,0.0910
2014-09-14,0.0924
2014-09-13,0.0924
2014-09-12,0.0924
2014-09-11,0.0493
2014-09-10,0.0584
2014-09-09,0.0618
2014-09-08,0.0654
2014-09-07,0.0691
2014-09-06,0.0691
2014-09-05,0.0691
2014-09-04,0.1374
2014-09-03,0.1089
2014-09-02,0.1446
2014-09-01,0.1915
2014-08-31,0.1766
2014-08-30,0.1766
2014-08-29,0.1766
2014-08-28,0.1897
2014-08-27,0.1103
2014-08-26,0.1204
2014-08-25,0.0817
2014-08-24,0.1627
2014-08-23,0.1627
2014-08-22,0.1627
2014-08-21,0.1059
2014-08-20,0.0903
2014-08-19,0.0706
2014-08-18,0.0770
2014-08-17,0.0743
2014-08-16,0.0743
2014-08-15,0.0743
2014-08-14,0.0569
2014-08-13,0.0540
2014-08-12,0.0600
2014-08-11,0.0484
2014-08-10,0.0613
2014-08-09,0.0613
2014-08-08,0.0613
2014-08-07,0.0428
2014-08-06,0.0497
2014-08-05,0.0335
2014-08-04,0.0443
2014-08-03,0.0762
2014-08-02,0.0762
2014-08-01,0.0762
2014-07-31,0.0830
2014-07-30,0.0511
2014-07-29,0.0458
2014-07-28,0.0604
2014-07-27,0.0604
2014-07-26,0.0604
2014-07-25,0.0604
2014-07-24,0.0499
2014-07-23,0.0258
2014-07-22,0.0376
2014-07-21,0.1146
2014-07-20,0.1463
2014-07-19,0.1463
2014-07-18,0.1463
2014-07-17,0.0995
2014-07-16,0.0886
2014-07-15,0.0614
2014-07-14,0.0434
2014-07-13,0.0402
2014-07-12,0.0402
2014-07-11,0.0402
2014-07-10,0.0381
2014-07-09,0.0244
2014-07-08,0.0380
2014-07-07,0.0393
2014-07-06,0.0340
2014-07-05,0.0340
2014-07-04,0.0340
2014-07-03,0.0350
2014-07-02,0.0448
2014-07-01,0.0572
2014-06-30,0.0692
2014-06-29,0.0742
2014-06-28,0.0742
2014-06-27,0.0742
2014-06-26,0.0939
2014-06-25,0.1627
2014-06-24,0.1101
2014-06-23,0.1051
2014-06-22,0.1109
2014-06-21,0.1109
2014-06-20,0.1109
2014-06-19,0.0643
2014-06-18,0.0490
2014-06-17,0.0373
2014-06-16,0.0385
2014-06-15,0.0338
2014-06-14,0.0338
2014-06-13,0.0338
2014-06-12,0.0415
2014-06-11,0.0305
2014-06-10,0.0267
2014-06-09,0.0365
2014-06-08,0.0312
2014-06-07,0.0312
2014-06-06,0.0312
2014-06-05,0.0182
2014-06-04,0.0246
2014-06-03,0.0578
2014-06-02,0.0753
2014-06-01,0.1550
2014-05-31,0.1550
2014-05-30,0.1550
2014-05-29,0.1147
2014-05-28,0.1205
2014-05-27,0.0674
2014-05-26,0.0365
2014-05-25,0.0606
2014-05-24,0.0606
2014-05-23,0.0606
2014-05-22,0.1016
2014-05-21,0.0705
2014-05-20,0.0483
2014-05-19,0.0526
2014-05-18,0.0572
2014-05-17,0.0572
2014-05-16,0.0572
2014-05-15,0.0603
2014-05-14,0.1111
2014-05-13,0.1105
2014-05-12,0.1105
2014-05-11,0.0734
2014-05-10,0.0734
2014-05-09,0.0734
2014-05-08,0.0893
2014-05-07,0.0762
2014-05-06,0.0866
2014-05-05,0.0632
2014-05-04,0.1091
2014-05-03,0.1091
2014-05-02,0.1091
2014-05-01,0.1691
2014-04-30,0.1691
2014-04-29,0.0863
2014-04-28,0.0858
2014-04-27,0.0601
2014-04-26,0.0601
2014-04-25,0.0601
2014-04-24,0.0958
2014-04-23,0.0888
2014-04-22,0.0735
2014-04-21,0.0686
2014-04-20,0.0686
2014-04-19,0.0686
2014-04-18,0.0686
2014-04-17,0.0686
2014-04-16,0.0693
2014-04-15,0.0539
2014-04-14,0.0380
2014-04-13,0.0541
2014-04-12,0.0541
2014-04-11,0.0541
2014-04-10,0.0370
2014-04-09,0.0225
2014-04-08,0.0325
2014-04-07,0.0319
2014-04-06,0.0430
2014-04-05,0.0430
2014-04-04,0.0430
2014-04-03,0.0400
2014-04-02,0.0679
2014-04-01,0.0756
2014-03-31,0.2129
2014-03-30,0.1915
2014-03-29,0.1915
2014-03-28,0.1915
2014-03-27,0.0943
2014-03-26,0.0806
2014-03-25,0.0799
2014-03-24,0.0629
2014-03-23,0.0534
2014-03-22,0.0534
2014-03-21,0.0534
2014-03-20,0.0462
2014-03-19,0.0671
2014-03-18,0.0702
2014-03-17,0.0530
2014-03-16,0.0475
2014-03-15,0.0475
2014-03-14,0.0475
2014-03-13,0.0826
2014-03-12,0.0785
2014-03-11,0.0841
2014-03-10,0.0483
2014-03-09,0.0434
2014-03-08,0.0434
2014-03-07,0.0434
2014-03-06,0.0437
2014-03-05,0.0667
2014-03-04,0.0709
2014-03-03,0.0869
2014-03-02,0.1482
2014-03-01,0.1482
2014-02-28,0.1482
2014-02-27,0.0874
2014-02-26,0.0343
2014-02-25,0.0214
2014-02-24,0.0242
2014-02-23,0.0300
2014-02-22,0.0300
2014-02-21,0.0300
2014-02-20,0.0325
2014-02-19,0.0576
2014-02-18,0.0518
2014-02-17,0.0453
2014-02-16,0.0422
2014-02-15,0.0422
2014-02-14,0.0422
2014-02-13,0.0364
2014-02-12,0.0284
2014-02-11,0.0288
2014-02-10,0.0347
2014-02-09,0.0376
2014-02-08,0.0376
2014-02-07,0.0376
2014-02-06,0.0124
2014-02-05,0.0237
2014-02-04,0.0169
2014-02-03,0.0593
2014-02-02,0.0467
2014-02-01,0.0467
2014-01-31,0.0467
2014-01-30,0.0467
2014-01-29,0.0577
2014-01-28,0.0610
2014-01-27,0.0521
2014-01-26,0.0557
2014-01-25,0.0557
2014-01-24,0.0557
2014-01-23,0.0479
2014-01-22,0.0509
2014-01-21,0.0468
2014-01-20,0.0474
2014-01-19,0.0451
